wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance,ss_max_Sxx_norm,slab_tensile_criterion,max_stress
2580.0,0.0,0.0,23.478326880373945,3637.759934347391,1.2780456097107293,0.6257504757481998,2.1226279140408253
2600.0,0.0,0.0,23.684029118635372,3644.275671774989,1.2736934789936452,0.62372673604943,2.1591455605217424
2620.0,0.0,0.0,23.889882782985808,3650.5789907515987,1.2693152995983528,0.6217175447208032,2.1959746580317345
2640.0,0.0,0.0,24.095890939369703,3656.670985336328,1.2649178974350286,0.6197190360774996,2.2331152065708073
2660.0,0.0,0.0,24.30205674293653,3662.552739582777,1.2604965326000503,0.6177311351134648,2.2705672061389626
2680.0,0.0,0.0,24.508383443097156,3668.225328051318,1.2560572605064915,0.6157567198606453,2.3083306567361976
2700.0,0.0,0.0,24.71487438857804,3673.689816324245,1.251598598393698,0.6137934719591421,2.34640555836251
2720.0,0.0,0.0,24.921533032507696,3678.947261517811,1.2471225320420096,0.6118406905535576,2.3847919110179063
2740.0,0.0,0.0,25.128362937495716,3683.998712794413,1.2426314190421113,0.6099000102342821,2.4234897147023835
2760.0,0.0,0.0,25.335367780721207,3688.8452118728305,1.2381237905660705,0.6079714268774375,2.4624989694159396
2780.0,0.0,0.0,25.542551359024714,3693.487793534087,1.2336047965291628,0.6060532573019554,2.501819675158572
2800.0,0.0,0.0,25.74991759399427,3697.9274861262365,1.22907046946416,0.6041456234447512,2.541451831930292
2820.0,0.0,0.0,25.957470537041914,3702.1653120639953,1.2245275984006476,0.6022512519661629,2.581395439731085
2840.0,0.0,0.0,26.165214374461474,3706.2022883274262,1.2199710260363212,0.6003672235521194,2.6216504985609617
2860.0,0.0,0.0,26.373153432488056,3710.0394269527433,1.2154081184254666,0.5984936608516972,2.662217008419917
2880.0,0.0,0.0,26.581292182320585,3713.6777355221943,1.210833387533431,0.5966317652901264,2.703094969307958
2900.0,0.0,0.0,26.78963524513872,3717.1182176469056,1.2062540105612773,0.5947816464670123,2.7442843812250723
2920.0,0.0,0.0,26.998187397083818,3720.3618734466813,1.2016649153129715,0.5929419840630467,2.7857852441712723
2940.0,0.0,0.0,27.206953574209308,3723.4097000249244,1.1970723909712089,0.5911127296182657,2.827597558146544
2960.0,0.0,0.0,27.415938877418384,3726.262691936713,1.1924724621839824,0.5892957131411877,2.8697213231509044
2980.0,0.0,0.0,27.62514857734973,3728.9218416535555,1.187869843775595,0.5874898171586843,2.912156539184343
3000.0,0.0,0.0,27.83458811923228,3731.388140022822,1.183262510305459,0.5856943947973794,2.954903206246861
